0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
41,565,1,105,57,667,363,41,64,27,4098,4099,3023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,3428,4984,277,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3261,2135,190,1583,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,727,1,709,95,1261,1,2,2893,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1053,176,739,312,176,698,141,154,312,1248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,3,3407,4986,240,1236,469,425,1,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,3,1127,3429,122,526,546,1305,633,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,4,221,268,4987,4988,1,604,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,814,3430,113,1,3431,459,338,1,20,44,26,2091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2470,1,10,294,1,4353,4962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,14,345,43,132,90,698,1963,2366,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3,2124,185,1270,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,3,13,1194,91,339,2528,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,340,2367,1421,186,6,13,642,323,2790,1178,1425,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,412,4989,434,209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3,966,140,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3,2988,29,1535,2121,1427,4990,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,3,1799,539,133,511,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,646,796,2804,2523,1299,581,1,634,1,38,3052,2151,1,2,0,0,0,0,0,0,0,0,0,0,0,0
195,110,39,29,478,3,93,195,289,145,3432,1425,1331,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,4028,8,1208,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1122,445,36,431,598,36,412,598,1,3067,2035,1577,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,146,568,1745,1,347,365,4,677,1484,1,153,406,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3,501,171,3352,1912,1,153,347,629,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,758,10,335,1,2608,1684,1,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,2,800,521,56,747,362,70,540,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4694,1,4695,904,270,427,1782,1467,564,3302,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,339,2357,190,1800,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,3,306,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,654,1026,2187,1,121,1764,115,1255,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,10,20,51,2980,525,150,48,2294,527,1111,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,3,2381,306,1,740,3385,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,711,4991,2476,822,778,2290,734,22,608,6,1955,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,218,2159,1209,1822,588,2530,240,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,2609,4601,29,4885,3788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,3,2783,208,199,3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,40,113,8,297,421,22,8,1829,331,7,1,1208,1729,2,0,0,0,0,0,0,0,0,0,0,0,0,0
370,758,1,307,758,2413,1763,1203,3054,1783,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,3786,1833,1028,318,59,20,3908,248,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,29,327,1120,2519,181,92,922,1,52,1,602,613,327,4491,2,0,0,0,0,0,0,0,0,0,0,0,0
328,1,910,1796,591,1463,972,624,824,3072,1,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,3,713,483,1192,48,389,2083,223,36,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,74,2587,733,2080,407,3384,4716,611,437,1574,3748,195,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,652,2353,1349,357,785,56,208,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,136,4992,3324,21,829,498,782,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1798,338,254,718,444,1338,814,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4993,1,2610,4994,694,58,1115,1864,1430,980,1551,449,58,699,60,4995,2,0,0,0,0,0,0,0,0,0,0
378,3,378,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3,1357,105,54,1102,112,1,448,4996,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,4247,716,275,4639,3256,107,294,1265,1,12,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,3,4988,592,327,3195,2860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,87,4997,76,614,49,26,2097,563,178,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3,29,1598,390,338,1253,120,1395,222,444,1060,106,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
187,143,187,4,61,4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2787,954,1,143,208,31,3433,1215,1551,56,784,601,1783,270,3433,530,790,1,0,0,0,0,0,0,0,0,0
291,1,679,19,1617,461,2421,389,718,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,3,429,4998,327,609,2096,327,3835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,357,187,519,558,79,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,659,3931,1331,2359,1331,17,21,1196,3932,1298,670,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,3,132,764,2683,339,1605,1,386,1099,7,1,3579,799,1400,5,0,0,0,0,0,0,0,0,0,0,0,0
195,1,1,715,701,132,2376,2793,4908,1484,3263,755,478,3,16,2358,0,0,0,0,0,0,0,0,0,0,0,0
44,3,1027,590,983,44,4888,232,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1663,348,59,4254,19,3763,620,179,3761,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,359,3,187,440,4999,217,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,802,1,258,1779,5000,228,1240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,804,1,1,563,869,292,144,1915,1585,1962,2496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3272,31,918,111,2346,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,176,739,312,176,698,141,154,312,1248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,660,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,305,2027,1313,4692,1,2312,138,1,4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,3434,645,1037,196,312,770,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,3,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,396,145,65,59,497,76,614,192,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,15,599,936,3158,1503,157,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,3,1196,459,3211,1,197,764,2011,1716,1444,1013,342,1358,845,0,0,0,0,0,0,0,0,0,0,0,0,0
349,522,738,1,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,776,1,307,352,467,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1375,245,57,73,1,1578,1131,2464,217,1,1,2,243,37,262,0,0,0,0,0,0,0,0,0,0,0,0
220,3,186,189,829,690,2541,1076,4872,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,586,586,1,1,755,478,3,187,86,1,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,3,3382,1,19,177,2116,1579,6,839,2567,1,645,1566,182,0,0,0,0,0,0,0,0,0,0,0,0,0
209,101,687,1,12,209,86,1949,387,682,469,1768,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,3,466,1079,2244,343,141,2730,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,3,6,822,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,4648,2470,396,140,3130,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,565,1142,2114,287,1246,2,876,85,3435,2328,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4699,4700,252,1319,578,394,104,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,3,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2593,2073,3366,3241,364,369,3323,1707,316,1800,2060,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,200,144,1095,2508,11,2,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,180,1859,655,116,104,399,578,394,1,1218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,3,20,160,51,457,157,536,213,1,318,517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,848,1,12,943,1,1755,2159,1654,421,2159,157,1,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,3,30,217,277,354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,42,4100,45,106,212,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,97,176,739,312,176,698,141,154,2,15,371,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,725,1,519,134,243,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,337,56,358,9,41,9,184,103,358,4091,280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2611,249,892,1505,174,98,98,190,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,1,394,574,334,142,268,2876,1016,4991,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,20,1075,728,2,622,80,1441,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3436,3898,551,4280,522,3436,1,681,1,566,82,623,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,3437,1,19,129,76,64,1323,1,3118,2070,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1601,3237,1,10,4511,4512,4513,1572,1026,1,495,4514,1548,3238,3239,4515,7,1,9,41,908,0,0,0,0,0,0
287,3,626,1144,3438,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,98,2415,1062,95,974,1258,54,1585,166,1800,166,202,1996,1,2,0,0,0,0,0,0,0,0,0,0,0,0
169,270,2078,1,430,268,169,2236,1,582,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,87,167,393,1377,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,692,875,934,352,6,45,462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,308,1576,786,117,23,1354,1030,1842,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2612,51,4980,817,1384,477,20,30,582,117,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,88,77,2975,15,229,513,1,1000,1292,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,318,517,1,264,3025,250,187,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,507,84,302,312,154,110,1296,1,1316,1261,2830,2831,2832,2,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3546,1884,1,190,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,270,2078,1,430,489,347,1214,1,2613,2072,102,288,2080,272,1,2,2,0,0,0,0,0,0,0,0,0,0
46,1049,180,40,113,8,421,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,4032,335,1,2160,2161,357,571,182,3439,1002,513,3440,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,42,24,648,616,188,120,557,456,338,1216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1303,542,1529,1,1144,118,693,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,101,687,12,8,17,4211,138,1629,136,990,4696,4210,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,3441,383,1797,1672,1,3442,46,43,1,3441,383,1797,1672,1,3442,4334,1,0,0,0,0,0,0,0,0,0
281,101,470,129,894,840,942,426,1887,1,930,281,2811,2564,4972,1,2,0,0,0,0,0,0,0,0,0,0,0
148,2589,2281,148,86,970,51,3443,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,14,651,4038,777,1597,1,1141,929,18,115,2056,360,1213,264,2507,1,0,0,0,0,0,0,0,0,0,0,0
84,2767,2767,15,2280,2937,2938,84,63,4816,1,2938,30,2234,1640,2,0,0,0,0,0,0,0,0,0,0,0,0
122,3,4268,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,308,1830,1608,1404,1831,847,376,1609,1832,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,771,325,45,462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,3,186,238,1,3444,50,7,1,799,764,7,1,2614,1,5,0,0,0,0,0,0,0,0,0,0,0,0
75,3,75,1,75,75,75,75,75,75,75,75,75,75,75,75,1,0,0,0,0,0,0,0,0,0,0,0
242,565,2287,1530,3984,242,1442,1127,693,754,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,432,340,263,1949,590,93,3445,356,4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,2905,3933,220,460,82,724,3934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,889,1,542,39,215,372,2411,13,1,419,19,631,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,388,23,956,94,61,354,1932,1,2615,1222,2686,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,3,319,1592,1,435,4,243,752,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,3,217,2616,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,486,1176,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,295,166,125,131,14,55,1,613,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,3,490,59,359,3,254,181,206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,412,4989,434,209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,607,1750,100,20,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,3,26,4664,1765,203,2549,26,4665,1765,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,3985,1,549,1,196,4,1630,1,953,2282,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,418,2313,478,3,329,231,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1230,276,1,12,2463,146,7,1,2578,650,2410,1739,3342,1229,574,297,8,1,3343,3344,471,1,0,0,0,0,0
77,3,605,88,77,704,663,749,106,374,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1852,1853,1,12,200,4,350,600,1577,597,200,12,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0
253,743,1,10,253,1127,1228,79,1465,4477,610,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,3,4015,262,4016,1,2,4017,1918,4018,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,3,130,163,262,1,385,132,632,441,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1,110,2101,2690,109,457,2151,234,463,3574,552,1224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,14,1,10,1219,1,2010,14,2,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4746,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,12,996,3622,598,7,1,420,580,1,93,295,1851,999,3191,2,12,1118,0,0,0,0,0,0,0,0,0
108,2947,3144,2015,1,2916,668,50,4797,1480,1656,878,116,578,394,108,2146,2,0,0,0,0,0,0,0,0,0,0
8,143,198,6,402,1035,1298,8,297,8,2617,774,1475,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,29,1582,2143,44,3337,89,2018,647,304,325,492,45,1,180,509,2,29,0,0,0,0,0,0,0,0,0,0
119,3,778,2736,268,885,119,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,308,961,226,488,9,184,482,28,2,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,3,893,755,2592,1300,160,198,668,162,1912,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,305,1029,166,293,619,288,483,92,293,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,725,1,651,501,361,2618,181,166,215,7,1,344,985,515,574,55,1,0,0,0,0,0,0,0,0,0,0
9,308,961,226,488,9,184,482,28,2,961,961,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3,279,441,490,4564,1,4565,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,42,173,1860,179,2388,996,37,625,2702,189,1,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,581,1361,556,1662,1,1458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,17,1450,1,3446,548,1566,1179,2024,14,3373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,180,1,348,408,751,88,2247,1110,1700,4900,736,164,88,1110,2,0,0,0,0,0,0,0,0,0,0,0,0
28,575,2021,4737,18,28,1039,4738,1,2527,64,39,917,3322,354,438,2,0,0,0,0,0,0,0,0,0,0,0
345,1019,181,1661,72,4901,345,43,1380,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,3629,303,177,16,999,517,2822,224,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2036,4,450,1754,575,1,4170,23,3904,3357,440,575,336,1366,158,0,0,0,0,0,0,0,0,0,0,0,0
321,2619,2334,517,321,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,3,296,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,3,1231,209,605,251,1232,604,419,828,88,1233,188,955,2,0,0,0,0,0,0,0,0,0,0,0,0,0
204,388,23,116,1571,1428,304,418,2336,782,3447,1,1222,2075,204,1,0,0,0,0,0,0,0,0,0,0,0,0
219,1586,1936,57,38,1738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4873,1,53,825,536,75,1596,1390,2660,3178,825,536,75,1596,1390,2,0,0,0,0,0,0,0,0,0,0,0
256,716,2162,668,2056,668,256,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,388,23,116,1571,1428,304,418,2336,782,3447,1,1222,2075,204,1,0,0,0,0,0,0,0,0,0,0,0,0
284,4,33,27,3106,106,1254,4240,638,3107,275,284,1529,1542,2,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,16,28,460,1123,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,696,1,135,59,2089,799,244,1,955,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,1531,2433,4172,1867,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,13,420,2620,1,1426,2558,23,720,32,485,238,386,37,1634,1,0,0,0,0,0,0,0,0,0,0,0
123,3,4148,4780,109,238,3448,1591,4914,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,337,203,1273,693,757,2453,26,1,2486,4544,1545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,3,4592,256,1,142,20,6,165,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1352,27,1,1185,2031,1,314,2106,37,267,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,3,173,4300,187,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,308,9,184,424,4849,280,358,280,1096,1794,3373,223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,3,3108,658,359,3,3200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,146,708,1,10,779,57,1461,68,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,364,369,1,3929,801,849,35,574,167,393,1836,1534,1409,1025,2,11,982,0,0,0,0,0,0,0,0,0,0
130,2229,130,2586,251,3425,1965,3426,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2650,1788,812,1,1488,235,3438,1185,16,49,2366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,37,1,93,1,1023,583,4394,1877,2621,203,26,292,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,4182,405,2049,2050,1301,863,1121,147,576,1,1727,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,776,1,639,997,278,934,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2593,580,2073,3366,351,78,995,4233,316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4733,1,4,1482,1541,126,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,347,434,374,32,69,1288,360,1141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,143,322,1970,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,340,587,1117,3449,1023,3450,451,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,3,1231,209,605,251,1232,604,419,828,88,1233,188,955,2,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2065,407,2393,340,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2243,138,715,195,145,1816,344,8,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,13,420,2620,1,1426,2558,23,720,32,485,238,386,37,1634,1,0,0,0,0,0,0,0,0,0,0,0
225,3,867,686,225,356,335,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,305,1,960,785,3983,1378,1099,327,675,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,304,465,286,673,137,26,7,1,379,2481,559,1201,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
313,3,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1,722,1409,537,1,239,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,14,2404,275,588,2013,410,1103,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,406,366,2113,1750,49,4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,3,1861,1052,451,248,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,3,136,815,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,364,369,1,12,733,2362,880,179,818,615,1141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3,1638,240,1882,647,1454,642,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1767,143,128,492,1246,1,443,1556,1413,1358,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,49,97,227,1297,1,852,925,548,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,3,2,2019,1009,501,501,506,688,4356,265,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,42,459,612,1,249,1101,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,953,3084,1,3085,798,891,341,107,417,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,42,1,1562,519,1016,315,716,275,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3315,65,908,150,45,30,65,594,2895,81,422,484,4723,4724,472,1,0,0,0,0,0,0,0,0,0,0,0
281,3,3772,177,281,1,45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,3,525,538,4375,79,945,846,74,333,761,538,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3,50,883,1396,624,158,1396,2129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1270,201,759,185,760,422,572,481,643,320,678,2,480,168,0,0,0,0,0,0,0,0,0,0,0,0,0
349,27,651,349,1401,2598,272,405,882,367,1907,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
